no,customer_id,name,contact,join_date,tag_row,tag_customer_id,tag_name,tag_contact,tag_join_date
952,747,Michelle Watts,(07)19509479,2010/11/,,,type1,imprecise,imprecise
953,748,Charles Carson,+61(02)93862022,12-03-01,,,type1,type 1.2.2,type2
954,749,Angela Santana,+61-(02)-6967-3020,08/12/12,,,type1,type 2.2.2,type4
955,750,Lisa Velazquez,+61(02)55713578,2017/06/,,,type1,type 1.2.2,imprecise
956,751,Tina Peterson,61-07-4092-8905,2013/11/,,nonunique,type1,type 2.1.1,imprecise
957,751,Jennifer Gonzales,+61-(02)-8195-9845,16-06-07 Tue,,nonunique,type1,type 2.2.2,type3
958,753,Kenneth Wright,61022128689,2015-09-10,Duplicated,nonunique,type1,imprecise,type1
959,753,Kenneth Wright,61022128689,2015-09-10,Duplicated,nonunique,type1,imprecise,type1
960,753,Robert Wall,(02)87536932,2014-05-06,,nonunique,type1,imprecise,type1
961,755,Robert Evans,610217912910,2016-12-19,Duplicated,,type1,type 1.1.1,type1
962,755,Robert Evans,610217912910,2016-12-19,Duplicated,,type1,type 1.1.1,type1
963,756,Michelle Castillo,-(02)-9512-1393,08/20/10,,,type1,imprecise,type4
964,757,Elizabeth Gonzales,+61-(02)-5503-7659,17-10-13 Fri,,,type1,type 2.2.2,type3
965,758,Kimberly Sanders,-(02)-2382-9048,02/06/16,,,type1,imprecise,type4
966,759,William Huffman,61-08-3135-3786,15-09-14,,,type1,type 2.1.1,type2
967,760,Amanda Lucas,61-03-2729-4610,17-01-04 Wed,Duplicated,,type1,type 2.1.1,type3
968,760,John Oliver,-03-4860-296,2012-02-10,Duplicated,,type1,imprecise,type1
969,760,Amanda Lucas,61-03-2729-4610,17-01-04 Wed,Duplicated,,type1,type 2.1.1,type3
970,760,John Oliver,-03-4860-296,2012-02-10,Duplicated,,type1,imprecise,type1
971,760,Amanda Lucas,61-03-2729-4610,17-01-04 Wed,Duplicated,,type1,type 2.1.1,type3
972,761,"Perez, Ricardo",(02)75879423,2017/04/,,,type2,imprecise,imprecise
973,763,Renee Andersen,(08)92518326,10-03-16,,nonunique,type1,imprecise,type2
974,763,Kelly Kim,-08-9631-5445,2018/01/,,nonunique,type1,imprecise,imprecise
975,764,Sara Jones,-(04)-2924-1412,18-03-25 Sun,,,type1,imprecise,type3
976,766,"Klein, Carolyn",61-(07)-6413-8565,13-11-13,,nonunique,type2,type 2.2.1,type2
977,766,David Giles,N/A,14-09-13,,nonunique,type1,missing,type2
978,768,Brandy Morgan,-(07)-2069-6835,2016/01/,Duplicated,nonunique,type1,imprecise,imprecise
979,768,Zachary Thomas,(03)64042918,2012/09/,,nonunique,type1,imprecise,imprecise
980,768,Brandy Morgan,-(07)-2069-6835,2016/01/,Duplicated,nonunique,type1,imprecise,imprecise
981,770,Michael Gonzalez,-(08)-222-2334,12-08-30 Thu,,,type1,imprecise,type3
982,771,Kelly Brooks,+61(08)77775651,2013/12/,,nonunique,type1,type 1.2.2,imprecise
983,771,Cory Berg,+61-07-8921-5036,14-01-12,,nonunique,type1,type 2.1.2,type2
984,772,"Knapp, Christopher",-03-1143-7555,2010/01/,,,type2,imprecise,imprecise
985,774,Michaela Reeves,61071464143,2011-07-01,Duplicated,,type1,imprecise,type1
986,774,Michaela Reeves,61071464143,2011-07-01,Duplicated,,type1,imprecise,type1
987,775,"Pearson, Sean",N/A,,Duplicated,,type2,missing,missing
988,775,"Pearson, Sean",N/A,,Duplicated,,type2,missing,missing
989,776,Tony Patterson,+61(08)77302761,02/23/13,,,type1,type 1.2.2,type4
990,777,Kim Conley,261899123,2016-09-27,,,type1,imprecise,type1
991,778,"Elliott, Amanda",(07)95641439,04/09/15,,nonunique,type2,imprecise,type4
992,778,"Stewart, Anthony",610275262933,2010/01/,,nonunique,type2,type 1.1.2,imprecise
993,779,Jonathan Rodriguez,610323877894,14-12-19,,,type1,type 1.1.1,type2
994,781,Catherine Bauer,61-08-415-2631,12-10-16 Tue,,nonunique,type1,imprecise,type3
995,781,Eric Clements,610258149030,02/24/14,,nonunique,type1,type 1.1.1,type4
996,782,Eric Snyder,(08)27219311,2016/07/,,,type1,imprecise,imprecise
997,784,Jaime Davis,+61-03-6838-6553,2013-06-19,Duplicated,,type1,type 2.1.2,type1
998,784,Kelly Graves,61-02-8944-1484,10-11-02,Duplicated,,type1,type 2.1.1,type2
999,784,Kelly Graves,61-02-8944-1484,10-11-02,Duplicated,,type1,type 2.1.1,type2
1000,784,Jaime Davis,+61-03-6838-6553,2013-06-19,Duplicated,,type1,type 2.1.2,type1
1001,786,"Mcclure, Melissa",61085553565,2016/06/,Duplicated,nonunique,type2,imprecise,imprecise
1002,786,"Mcclure, Melissa",61085553565,2016/06/,Duplicated,nonunique,type2,imprecise,imprecise
1003,786,"Yu, Melissa",-(08)-1773-4629,18-06-15 Fri,,nonunique,type2,imprecise,type3
1004,788,Daniel Salas,840165247,2010-07-02,,,type1,imprecise,type1
1005,789,James Collins,61-08-8726-3625,2017-10-29,,,type1,type 2.1.1,type1
1006,790,Richard Soto,812928921,13-07-18 Thu,Duplicated,nonunique,type1,imprecise,type3
1007,790,James Cardenas,61038721545,,,nonunique,type1,imprecise,missing
1008,790,Richard Soto,812928921,13-07-18 Thu,Duplicated,nonunique,type1,imprecise,type3
1009,792,"Patel, Terri",+61(04)74368851,17-10-11,,nonunique,type2,type 1.2.2,type2
1010,792,"Michael, Corey",376937703,2014/01/,Duplicated,nonunique,type2,imprecise,imprecise
1011,792,"Michael, Corey",376937703,2014/01/,Duplicated,nonunique,type2,imprecise,imprecise
1012,794,Melissa Miller,61(02)44573411,01/10/12,,,type1,type 1.2.1,type4
1013,795,Joshua Moses,61(07)800983,05/12/15,,,type1,imprecise,type4
1014,796,William Walls,+61(03)13002313,N/A,,,type1,type 1.2.2,missing
1015,797,"French, Elizabeth",(08)70619995,2012-12-08,,,type2,imprecise,type1
1016,798,Phillip Jacobson,+61(02)52025168,15-12-23 Wed,,,type1,type 1.2.2,type3
1017,799,"Hill, Zachary",+61-08-5071-5111,16-02-18 Thu,,,type2,type 2.1.2,type3
1018,800,Steven Mitchell,+61(07)39929503,2012/11/,,,type1,type 1.2.2,imprecise
1019,801,"Ross, Brandon",+61(04)27972312,11-12-04,Duplicated,nonunique,type2,type 1.2.2,type2
1020,801,"Ross, Brandon",+61(04)27972312,11-12-04,Duplicated,nonunique,type2,type 1.2.2,type2
1021,801,"Garza, Mary",-03-853-7100,14-09-30 Tue,,nonunique,type2,imprecise,type3
1022,803,James Francis,610728456642,06/21/13,Duplicated,,type1,type 1.1.2,type4
1023,803,James Francis,610728456642,06/21/13,Duplicated,,type1,type 1.1.2,type4
1024,803,James Francis,610728456642,06/21/13,Duplicated,,type1,type 1.1.2,type4
1025,804,"Donovan, Amy",(08)9316549,2012/10/,,,type2,imprecise,imprecise
1026,805,Andrea Cummings,-(03)-1740-8030,05/07/14,Duplicated,,type1,imprecise,type4
1027,805,Andrea Cummings,-(03)-1740-8030,05/07/14,Duplicated,,type1,imprecise,type4
1028,806,Isaac Kramer,(03)55197467,14-11-16,,,type1,imprecise,type2
1029,807,Nathan Newman,61-03-4256-3350,15-12-12 Sat,,,type1,type 2.1.1,type3
1030,808,"George, Richard",+61-(07)-2210-2600,13-10-27 Sun,,nonunique,type2,type 2.2.2,type3
1031,808,Bryan Fisher,(08)93856031,11-04-25 Mon,,nonunique,type1,imprecise,type3
1032,810,Melinda Murray,61-04-953-4469,12-09-16,,,type1,imprecise,type2
1033,811,Martin Dorsey,61-(07)-8187-4353,2012-05-08,,,type1,type 2.2.1,type1
1034,812,Susan Davis,610291017187,N/A,,,type1,type 1.1.1,missing
1035,813,Jennifer Nielsen,-04-5581-6000,10-11-23,,,type1,imprecise,type2
1036,814,Austin Price,361807156,,,,type1,imprecise,missing
1037,815,Timothy Miller,+61-(08)-5451-157,2017/08/,,nonunique,type1,imprecise,imprecise
1038,815,Matthew Holland,37576902,16-06-15,,nonunique,type1,imprecise,type2
1039,816,Connor Martinez,+61-(07)-1820-6337,,Duplicated,,type1,type 2.2.2,missing
1040,816,Connor Martinez,+61-(07)-1820-6337,,Duplicated,,type1,type 2.2.2,missing
1041,816,Connor Martinez,+61-(07)-1820-6337,,Duplicated,,type1,type 2.2.2,missing
1042,818,Ruth Rivera,782959024,06/01/16,,,type1,imprecise,type4
1043,819,Kendra Johnson,(07)50267200,2016-04-27,Duplicated,,type1,imprecise,type1
1044,819,Kendra Johnson,(07)50267200,2016-04-27,Duplicated,,type1,imprecise,type1
1045,820,"Potts, Robert",61(07)73072216,11-08-03,,nonunique,type2,type 1.2.1,type2
1046,820,John Carter,+61-(07)-4732-1932,2017-12-11,Duplicated,nonunique,type1,type 2.2.2,type1
1047,820,John Carter,+61-(07)-4732-1932,2017-12-11,Duplicated,nonunique,type1,type 2.2.2,type1
1048,821,Kathleen Franklin,610243613306,14-03-25 Tue,Duplicated,,type1,type 1.1.1,type3
1049,821,Kathleen Franklin,610243613306,14-03-25 Tue,Duplicated,,type1,type 1.1.1,type3
1050,822,Angel Harrison,-(04)-127-2443,08/16/16,Duplicated,,type1,imprecise,type4
1051,822,Angel Harrison,-(04)-127-2443,08/16/16,Duplicated,,type1,imprecise,type4
1052,824,Heather Wise,(03)57643028,15-02-16 Mon,Duplicated,,type1,imprecise,type3
1053,824,Heather Wise,(03)57643028,15-02-16 Mon,Duplicated,,type1,imprecise,type3
1054,824,Heather Wise,(03)57643028,15-02-16 Mon,Duplicated,,type1,imprecise,type3
1055,825,Martha Morales,+61(04)18135435,17-04-14 Fri,,,type1,type 1.2.2,type3
1056,826,James Rodriguez,(08)2024177,2018-08-27,,,type1,imprecise,type1
1057,827,Renee Vargas,-(03)-3598-5330,2010-09-22,,,type1,imprecise,type1
1058,828,Jonathon Mcdonald,-04-9868-6690,2010-09-15,,,type1,imprecise,type1
1059,829,John Lopez,-(04)-3325-693,2012-06-16,Duplicated,,type1,imprecise,type1
1060,829,John Lopez,-(04)-3325-693,2012-06-16,Duplicated,,type1,imprecise,type1
1061,830,Caroline Davis,(08)44054147,2012/03/,,,type1,imprecise,imprecise
1062,831,Charles Murray,61-04-2024-7073,2013/02/,,,type1,type 2.1.1,imprecise
1063,832,Kristin Mcdowell,-07-8868-6533,13-07-16,Duplicated,,type1,imprecise,type2
1064,832,Kristin Mcdowell,-07-8868-6533,13-07-16,Duplicated,,type1,imprecise,type2
1065,833,"Gomez, Tiffany",+61-(04)-2507-618,2011/05/,Duplicated,nonunique,type2,imprecise,imprecise
1066,833,Earl Anderson,610783866458,13-10-07,,nonunique,type1,type 1.1.2,type2
1067,833,"Gomez, Tiffany",+61-(04)-2507-618,2011/05/,Duplicated,nonunique,type2,imprecise,imprecise
1068,834,Robin Duncan,61(04)52426663,14-08-25,,,type1,type 1.2.1,type2
1069,836,Heather Hammond,+61-(04)-8008-4419,12-02-07 Tue,Duplicated,nonunique,type1,type 2.2.2,type3
1070,836,Jacob Randolph,610330126707,13-05-02,,nonunique,type1,type 1.1.2,type2
1071,836,Heather Hammond,+61-(04)-8008-4419,12-02-07 Tue,Duplicated,nonunique,type1,type 2.2.2,type3
1072,837,Michael Mckee,+61-(04)-8436-9943,2010/08/,,,type1,type 2.2.2,imprecise
1073,838,"English, Christina",N/A,,Duplicated,,type2,missing,missing
1074,838,"English, Christina",N/A,,Duplicated,,type2,missing,missing
1075,840,Michael Richardson,+61-(04)-9536-4910,18-07-18,Duplicated,,type1,type 2.2.2,type2
1076,840,Michael Richardson,+61-(04)-9536-4910,18-07-18,Duplicated,,type1,type 2.2.2,type2
1077,841,Bradley Cook,+61-(03)-811-9884,14-07-12,,,type1,imprecise,type2
1078,842,Bryan Savage,61081137868,10-10-09,,nonunique,type1,imprecise,type2
1079,842,Deborah Martinez,(03)49798032,17-05-13,Duplicated,nonunique,type1,imprecise,type2
1080,842,Deborah Martinez,(03)49798032,17-05-13,Duplicated,nonunique,type1,imprecise,type2
1081,843,Lisa Parrish,610320519012,2013-12-12,,,type1,type 1.1.2,type1
1082,845,Michael Perez,+61(04)43124560,03/29/11,,,type1,type 1.2.2,type4
1083,846,Jennifer Nguyen,+61-07-1129-6037,2017-12-16,Duplicated,,type1,type 2.1.2,type1
1084,846,Jennifer Nguyen,+61-07-1129-6037,2017-12-16,Duplicated,,type1,type 2.1.2,type1
1085,847,Sara May,610291614560,14-12-29 Mon,,,type1,type 1.1.2,type3
1086,848,Sarah Butler,61-02-7831-4054,2017/09/,,,type1,type 2.1.1,imprecise
1087,849,Dawn Mitchell,88126951,09/05/11,Duplicated,,type1,imprecise,type4
1088,849,Dawn Mitchell,88126951,09/05/11,Duplicated,,type1,imprecise,type4
1089,850,Mark Taylor,-(03)-7196-2838,17-09-23 Sat,,nonunique,type1,imprecise,type3
1090,850,Olivia Reed,+61-04-3918-8353,12-04-30,,nonunique,type1,type 2.1.2,type2
1091,852,"Barrett, David",61-02-2336-3643,02/17/11,,,type2,type 2.1.1,type4
1092,853,Suzanne Gibbs,238137839,N/A,,,type1,imprecise,missing
1093,854,"Holmes, John",(08)75694418,2010/07/,,nonunique,type2,imprecise,imprecise
1094,854,Andrea Bush,(04)94714569,06/15/15,,nonunique,type1,imprecise,type4
1095,855,"Long, James",+61-03-6192-7541,08/13/13,,,type2,type 2.1.2,type4
1096,857,"Stanley, Bridget",317631567,16-11-18 Fri,,,type2,imprecise,type3
1097,858,"Lee, Ryan",61-(07)-40-6962,17-05-12 Fri,,,type2,imprecise,type3
1098,859,Donna Floyd,61-07-949-9113,05/23/13,,nonunique,type1,imprecise,type4
1099,859,Brian Haney,610346407864,2012/02/,,nonunique,type1,type 1.1.1,imprecise
1100,861,Robin Vazquez,61-(02)-5688-2260,18-04-25 Wed,,,type1,type 2.2.1,type3
1101,862,Ashley Harrington,61-(08)-1399-7295,12-10-10,,nonunique,type1,type 2.2.1,type2
1102,862,Colin Glass,-(03)-3302-2622,15-12-28,,nonunique,type1,imprecise,type2
1103,864,Ashley Oliver,(02)56585278,2017/12/,,,type1,imprecise,imprecise
1104,865,Darren Dodson,61034212981,10-07-06,,,type1,imprecise,type2
1105,866,"Thomas, Kathryn",+61-(02)-1598-165,03/07/15,,,type2,imprecise,type4
1106,867,"Allison, Ethan",(02)64657454,10-08-17,,,type2,imprecise,type2
1107,868,Stacey Day,61(08)50485202,03/24/14,Duplicated,nonunique,type1,type 1.2.1,type4
1108,868,Stacey Day,61(08)50485202,03/24/14,Duplicated,nonunique,type1,type 1.2.1,type4
1109,868,Deborah Butler,61(04)80158926,2012/08/,,nonunique,type1,type 1.2.1,imprecise
1110,870,Katie Daniel,418414590,12-04-27,Duplicated,,type1,imprecise,type2
1111,870,Katie Daniel,418414590,12-04-27,Duplicated,,type1,imprecise,type2
1112,870,Katie Daniel,418414590,12-04-27,Duplicated,,type1,imprecise,type2
1113,871,Robert Stanley,61-07-393-1996,2017-07-20,,,type1,imprecise,type1
1114,872,Alex Allen,610724551912,16-03-08 Tue,,,type1,type 1.1.2,type3
1115,873,Sandra Clark,+61-04-9036-8329,12-12-13 Thu,Duplicated,,type1,type 2.1.2,type3
1116,873,Sandra Clark,+61-04-9036-8329,12-12-13 Thu,Duplicated,,type1,type 2.1.2,type3
1117,874,"Fisher, Brandon",-(08)-5579-7949,2013/01/,,,type2,imprecise,imprecise
1118,875,"Johnson, Kenneth",283649803,08/23/16,Duplicated,,type2,imprecise,type4
1119,875,"Johnson, Kenneth",283649803,08/23/16,Duplicated,,type2,imprecise,type4
1120,876,Mary Nash,(02)26547507,01/15/15,Duplicated,,type1,imprecise,type4
1121,876,Mary Nash,(02)26547507,01/15/15,Duplicated,,type1,imprecise,type4
1122,877,Blake Dominguez,610822105040,17-03-15,,,type1,type 1.1.2,type2
1123,878,Jeffrey Lee,369738172,12-09-21 Fri,,,type1,imprecise,type3
1124,879,Jack Wilson,610821878860,09/08/16,,,type1,type 1.1.1,type4
1125,880,Brian Glover,,11-07-23 Sat,,,type1,missing,type3
1126,881,Joanna Martin,-04-2952-8094,11-04-04 Mon,,,type1,imprecise,type3
1127,882,Emily Brown,256681502,11-11-09,,,type1,imprecise,type2
1128,883,"Gardner, Alexis",61-07-6943-8388,17-01-19 Thu,Duplicated,,type2,type 2.1.1,type3
1129,883,"Gardner, Alexis",61-07-6943-8388,17-01-19 Thu,Duplicated,,type2,type 2.1.1,type3
1130,884,"Harris, Mary",+61(07)8544003,2015/10/,Duplicated,nonunique,type2,imprecise,imprecise
1131,884,"Harris, Mary",+61(07)8544003,2015/10/,Duplicated,nonunique,type2,imprecise,imprecise
1132,884,Matthew Andrade,+61(02)99631925,2013-10-29,,nonunique,type1,type 1.2.2,type1
1133,886,"Taylor, Darren",+61-(07)-3264-9460,10-05-17 Mon,Duplicated,,type2,type 2.2.2,type3
1134,886,Tammy Ellis,383591427,2011/04/,Duplicated,,type1,imprecise,imprecise
1135,886,"Taylor, Darren",+61-(07)-3264-9460,10-05-17 Mon,Duplicated,,type2,type 2.2.2,type3
1136,886,Tammy Ellis,383591427,2011/04/,Duplicated,,type1,imprecise,imprecise
1137,887,"Martinez, Anna",-08-2619-9928,15-04-16,,,type2,imprecise,type2
1138,889,"Carlson, Alexis",+61-02-8568-9662,2016/02/,Duplicated,,type2,type 2.1.2,imprecise
1139,889,"Carlson, Alexis",+61-02-8568-9662,2016/02/,Duplicated,,type2,type 2.1.2,imprecise
1140,890,Kathy Morales,(08)80078828,13-12-07 Sat,Duplicated,,type1,imprecise,type3
1141,890,Kathy Morales,(08)80078828,13-12-07 Sat,Duplicated,,type1,imprecise,type3
1142,891,Donna Lloyd,-(03)-8503-6131,16-03-22,Duplicated,nonunique,type1,imprecise,type2
1143,891,"Johnson, Christopher",610713686311,11-01-25 Tue,,nonunique,type2,type 1.1.2,type3
1144,891,Donna Lloyd,-(03)-8503-6131,16-03-22,Duplicated,nonunique,type1,imprecise,type2
1145,893,"Burton, John",61-(04)-7475-2008,2013-07-03,,,type2,type 2.2.1,type1
1146,894,Caroline Andrade,+61-07-6939-7705,14-06-18,,,type1,type 2.1.2,type2
1147,895,"Spears, Matthew",-08-8480-1754,01/09/17,,,type2,imprecise,type4
1148,896,Tina Mitchell,423592100,,,,type1,imprecise,missing
1149,897,"Green, Ashley",610720198623,2011/04/,Duplicated,,type2,type 1.1.1,imprecise
1150,897,"Smith, Christopher",-(02)-4399-7904,10/19/13,Duplicated,,type2,imprecise,type4
1151,897,"Smith, Christopher",-(02)-4399-7904,10/19/13,Duplicated,,type2,imprecise,type4
1152,897,"Green, Ashley",610720198623,2011/04/,Duplicated,,type2,type 1.1.1,imprecise
1153,898,"Fisher, Dustin",6102825537,2017/02/,,,type2,imprecise,imprecise
1154,900,Jennifer Orr,+61(07)77031013,2016-05-02,Duplicated,nonunique,type1,type 1.2.2,type1
1155,900,Diana Brooks,+61(04)63264843,2011/02/,,nonunique,type1,type 1.2.2,imprecise
1156,900,Jennifer Orr,+61(07)77031013,2016-05-02,Duplicated,nonunique,type1,type 1.2.2,type1
1157,901,Sarah Spencer,610240161493,15-07-09,,,type1,type 1.1.1,type2
1158,902,Emily Wolfe,-07-5407-4663,2013/02/,,,type1,imprecise,imprecise
1159,904,Sarah Oliver,610884452733,08/20/15,,,type1,type 1.1.2,type4
1160,905,"Avila, Catherine",-(03)-7734-9607,17-04-26 Wed,,nonunique,type2,imprecise,type3
1161,905,"Schmidt, Stephen",+61-07-2862-2138,15-06-29 Mon,,nonunique,type2,type 2.1.2,type3
1162,907,Thomas Rogers,444944255,09/27/12,,,type1,imprecise,type4
1163,908,Mario Mann,+61(04)81132708,2013/09/,,,type1,type 1.2.2,imprecise
1164,909,Lori Smith,,,,,type1,missing,missing
1165,910,James Stone,-(07)-5274-7323,11-04-13 Wed,,,type1,imprecise,type3
1166,911,Ashley Murray,61-04-9074-3712,2010/08/,,,type1,type 2.1.1,imprecise
1167,912,"Bell, Nathan",61-(02)-4414-3029,2016/04/,Duplicated,nonunique,type2,type 2.2.1,imprecise
1168,912,"Bell, Nathan",61-(02)-4414-3029,2016/04/,Duplicated,nonunique,type2,type 2.2.1,imprecise
1169,912,Andrew Rich,-(04)-3232-2353,2010/10/,,nonunique,type1,imprecise,imprecise
1170,913,"Ford, Bruce",610861934182,,,,type2,type 1.1.1,missing
1171,914,Melinda Miller,610890835481,14-05-15 Thu,,,type1,type 1.1.2,type3
1172,916,"Barrett, Amanda",61-(04)-7155-4463,18-06-29 Fri,Duplicated,,type2,type 2.2.1,type3
1173,916,"Barrett, Amanda",61-(04)-7155-4463,18-06-29 Fri,Duplicated,,type2,type 2.2.1,type3
1174,917,Brittany Stewart,316053985,12-06-18 Mon,,,type1,imprecise,type3
1175,918,Misty Collins,61-04-7614-4835,2013-07-07,,,type1,type 2.1.1,type1
1176,919,Dawn Khan,+61(03)29381104,09/24/13,,,type1,type 1.2.2,type4
1177,920,Leslie Kaufman,+61(08)16596963,18-09-02,,,type1,type 1.2.2,type2
1178,921,Marilyn Knight,610269102422,2011-07-11,,nonunique,type1,type 1.1.1,type1
1179,921,"Rodriguez, Thomas",61-(02)-7772-9350,,,nonunique,type2,type 2.2.1,missing
1180,922,"Walker, Chris",610477918893,2017/07/,,,type2,type 1.1.2,imprecise
1181,924,"Fletcher, Jeffrey",396267000,13-02-04,,,type2,imprecise,type2
1182,925,Matthew Ryan,+61(08)27362484,2014-01-29,,nonunique,type1,type 1.2.2,type1
1183,925,Jean Boyd,,02/09/18,,nonunique,type1,missing,type4
1184,927,Mary Foster,-04-4229-1873,,Duplicated,,type1,imprecise,missing
1185,927,Mary Foster,-04-4229-1873,,Duplicated,,type1,imprecise,missing
1186,928,Drew Beltran,N/A,10/10/17,Duplicated,nonunique,type1,missing,type4
1187,928,Sarah Lucas,61-(08)-2212-355,15-08-15,,nonunique,type1,imprecise,type2
1188,928,Drew Beltran,N/A,10/10/17,Duplicated,nonunique,type1,missing,type4
1189,929,Michelle Hernandez,+61-(02)-1068-1957,18-09-03 Mon,Duplicated,,type1,type 2.2.2,type3
1190,929,Michelle Hernandez,+61-(02)-1068-1957,18-09-03 Mon,Duplicated,,type1,type 2.2.2,type3
1191,930,Michael Morgan,61(03)89722561,10-12-25 Sat,,,type1,type 1.2.1,type3
1192,931,Linda Skinner,61021378109,N/A,,,type1,imprecise,missing
1193,933,Michael Macdonald,61-(03)-1044-2080,2017/08/,,nonunique,type1,type 2.2.1,imprecise
1194,933,Jonathan Hunt,-08-7343-6039,16-04-01 Fri,,nonunique,type1,imprecise,type3
1195,934,Seth Evans,+61-08-4581-2290,06/13/16,,,type1,type 2.1.2,type4
1196,935,Felicia Roman,+61-03-7248-9196,08/03/18,Duplicated,,type1,type 2.1.2,type4
1197,935,Felicia Roman,+61-03-7248-9196,08/03/18,Duplicated,,type1,type 2.1.2,type4
1198,937,Tara Evans,N/A,2014/05/,,,type1,missing,imprecise
1199,938,Jonathan Hall,61(03)53045961,2015-03-20,,,type1,type 1.2.1,type1
1200,939,Catherine Mayer,61-(02)-6384-3115,13-09-16,Duplicated,,type1,type 2.2.1,type2
1201,939,Catherine Mayer,61-(02)-6384-3115,13-09-16,Duplicated,,type1,type 2.2.1,type2
1202,940,David Harris,229277892,16-06-08 Wed,,,type1,imprecise,type3
1203,941,Carol Pope,+61-(07)-9253-6419,01/28/11,Duplicated,,type1,type 2.2.2,type4
1204,941,Carol Pope,+61-(07)-9253-6419,01/28/11,Duplicated,,type1,type 2.2.2,type4
1205,942,Jenna Cox,61(08)63687872,02/27/18,Duplicated,nonunique,type1,type 1.2.1,type4
1206,942,Jenna Cox,61(08)63687872,02/27/18,Duplicated,nonunique,type1,type 1.2.1,type4
1207,942,Charles Santiago,+61-(07)-2726-8536,05/03/11,,nonunique,type1,type 2.2.2,type4
1208,944,Gabriela Anderson,6108997472,2011-01-27,Duplicated,,type1,imprecise,type1
1209,944,Gabriela Anderson,6108997472,2011-01-27,Duplicated,,type1,imprecise,type1
1210,945,Derek Preston,610385108874,12-03-21,Duplicated,,type1,type 1.1.1,type2
1211,945,Derek Preston,610385108874,12-03-21,Duplicated,,type1,type 1.1.1,type2
1212,946,Dominic Watkins,61(04)65258882,11-02-24 Thu,Duplicated,,type1,type 1.2.1,type3
1213,946,Dominic Watkins,61(04)65258882,11-02-24 Thu,Duplicated,,type1,type 1.2.1,type3
1214,947,Marie Winters,+61-(04)-956-187,18-09-15 Sat,,,type1,imprecise,type3
1215,948,Maria Walker,N/A,14-10-26,,,type1,missing,type2
1216,949,Molly Castillo,-07-1785-4988,2010-05-21,,,type1,imprecise,type1
1217,950,Barbara Johnson,+61(03)33524637,15-08-10 Mon,,nonunique,type1,type 1.2.2,type3
1218,950,Denise Novak,+61-(03)-1912-3500,10/07/10,,nonunique,type1,type 2.2.2,type4
1219,952,"Harrell, Angela",-(03)-4304-2588,17-02-01 Wed,,nonunique,type2,imprecise,type3
1220,952,Patrick Hill,-03-4246-7791,12-02-12 Sun,Duplicated,nonunique,type1,imprecise,type3
1221,952,Patrick Hill,-03-4246-7791,12-02-12 Sun,Duplicated,nonunique,type1,imprecise,type3
1222,954,Sherry Hernandez,+61(07)38123520,06/29/18,Duplicated,nonunique,type1,type 1.2.2,type4
1223,954,Sherry Hernandez,+61(07)38123520,06/29/18,Duplicated,nonunique,type1,type 1.2.2,type4
1224,954,Sherry Hernandez,+61(07)38123520,06/29/18,Duplicated,nonunique,type1,type 1.2.2,type4
1225,954,Amanda Jones,-03-5176-7413,2018-08-30,,nonunique,type1,imprecise,type1
1226,956,Juan Medina,N/A,12-09-21,,nonunique,type1,missing,type2
1227,956,Cynthia Kirk,-(02)-4203-8325,2012-09-29,,nonunique,type1,imprecise,type1
1228,957,Jason Baird,-(07)-9104-6778,14-06-09 Mon,Duplicated,,type1,imprecise,type3
1229,957,Jason Baird,-(07)-9104-6778,14-06-09 Mon,Duplicated,,type1,imprecise,type3
1230,958,Benjamin Gomez,+61-(07)-8320-5727,2013/07/,,,type1,type 2.2.2,imprecise
1231,960,Justin Dunn,61-07-5221-4510,2015-08-05,Duplicated,,type1,type 2.1.1,type1
1232,960,Justin Dunn,61-07-5221-4510,2015-08-05,Duplicated,,type1,type 2.1.1,type1
1233,961,Craig Lozano,(08)74668029,,,nonunique,type1,imprecise,missing
1234,961,Bruce Santos,+61-02-4445-1929,15-07-16,,nonunique,type1,type 2.1.2,type2
1235,963,Steven Fowler,61(07)81956976,06/01/13,Duplicated,nonunique,type1,type 1.2.1,type4
1236,963,Angelica Hernandez,61(07)82111760,17-09-01,,nonunique,type1,type 1.2.1,type2
1237,963,Steven Fowler,61(07)81956976,06/01/13,Duplicated,nonunique,type1,type 1.2.1,type4
1238,964,Cole Bennett,(07)653225,04/04/10,,,type1,imprecise,type4
1239,966,David Gonzales,(08)48277482,11/15/17,,,type1,imprecise,type4
1240,967,David Daniels,262591280,2010-07-03,,,type1,imprecise,type1
1241,968,Anthony Williams,61-07-9979-9241,11/11/13,,,type1,type 2.1.1,type4
1242,969,Holly Franklin,-08-8777-4767,2016/01/,Duplicated,nonunique,type1,imprecise,imprecise
1243,969,"Dixon, Christopher",+61(02)50105306,07/05/18,,nonunique,type2,type 1.2.2,type4
1244,969,Holly Franklin,-08-8777-4767,2016/01/,Duplicated,nonunique,type1,imprecise,imprecise
1245,971,Brandon Olsen,,2012-08-27,,nonunique,type1,missing,type1
1246,971,Jamie Hayes,610291475386,17-02-17 Fri,,nonunique,type1,type 1.1.1,type3
1247,972,Thomas Ramsey,-08-6671-7168,10-10-29 Fri,,,type1,imprecise,type3
1248,974,Jennifer Sheppard,61-(04)-9469-9628,09/14/13,Duplicated,,type1,type 2.2.1,type4
